Customer_ID,Region,Age,Average_Premium_Paid,NPS_Score,Years_as_Customer,Feedback
CUST_1847,Romandie,33,1225.06,4,2,The policy is overpriced compared to competitors.
CUST_1848,Romandie,36,3001.3,2,10,The policy is overpriced compared to competitors.
CUST_1849,Romandie,43,1886.33,7,3,The policy is decent but not outstanding.
CUST_1850,Romandie,36,3061.64,5,1,Customer service was unresponsive.
CUST_1851,Romandie,36,1433.89,2,3,Unhappy with the claims resolution process.
CUST_1852,Romandie,40,2012.34,2,3,Unhappy with the claims resolution process.
CUST_1853,Romandie,39,1621.75,4,7,Customer service was unresponsive.
CUST_1854,Romandie,33,2418.04,7,1,The policy is decent but not outstanding.
CUST_1855,Romandie,31,3239.02,6,7,Unhappy with the claims resolution process.
CUST_1856,Romandie,33,1268.3,3,4,The premiums are too expensive for what is offered.
CUST_1857,Romandie,49,1863.81,7,6,Pricing is similar to other companies.
CUST_1858,Romandie,24,1007.87,2,5,The premiums are too expensive for what is offered.
CUST_1859,Romandie,32,3263.41,5,1,Unhappy with the claims resolution process.
CUST_1860,Romandie,30,1300.22,4,6,Customer service was unresponsive.
CUST_1861,Romandie,26,1553.0,1,4,Unhappy with the claims resolution process.
CUST_1862,Romandie,29,2834.26,6,3,Claims handling took too long.
CUST_1863,Romandie,33,3403.53,7,4,The policy is decent but not outstanding.
CUST_1864,Romandie,39,1962.54,6,9,Customer service was unresponsive.
CUST_1865,Romandie,29,1878.97,5,4,Unhappy with the claims resolution process.
CUST_1866,Romandie,38,1251.37,6,1,Unhappy with the claims resolution process.
CUST_1867,Romandie,31,3267.83,7,7,"Customer service was okay, nothing exceptional."
CUST_1868,Romandie,26,2154.47,5,3,The premiums are too expensive for what is offered.
CUST_1869,Romandie,36,2160.19,3,5,The policy is overpriced compared to competitors.
CUST_1870,Romandie,32,2935.44,4,1,Claims handling took too long.
CUST_1871,Romandie,31,2523.59,7,3,Claims process was average.
CUST_1872,Romandie,34,1683.97,4,6,The premiums are too expensive for what is offered.
CUST_1873,Romandie,35,1175.85,7,8,The policy is decent but not outstanding.
CUST_1874,Romandie,27,2359.3,3,6,Claims handling took too long.
CUST_1875,Romandie,37,1661.62,5,6,Customer service was unresponsive.
CUST_1876,Romandie,41,2626.27,3,6,The policy is overpriced compared to competitors.
CUST_1877,Romandie,24,3151.08,6,9,The policy is overpriced compared to competitors.
CUST_1878,Romandie,31,1242.74,4,4,Unhappy with the claims resolution process.
CUST_1879,Romandie,42,1127.97,6,8,Claims handling took too long.
CUST_1880,Romandie,29,3498.87,3,4,Unhappy with the claims resolution process.
CUST_1881,Romandie,33,3141.19,2,9,Unhappy with the claims resolution process.
CUST_1882,Romandie,25,1535.72,3,10,The premiums are too expensive for what is offered.
CUST_1883,Romandie,34,2741.84,6,7,The policy is overpriced compared to competitors.
CUST_1884,Romandie,31,1005.37,6,7,The policy is overpriced compared to competitors.
CUST_1885,Romandie,23,2686.49,7,8,"Customer service was okay, nothing exceptional."
CUST_1886,Romandie,39,3373.65,5,9,Unhappy with the claims resolution process.
CUST_1887,Romandie,35,1912.65,2,1,Unhappy with the claims resolution process.
CUST_1888,Romandie,31,1994.37,4,4,The policy is overpriced compared to competitors.
CUST_1889,Romandie,38,1396.18,6,6,The premiums are too expensive for what is offered.
CUST_1890,Romandie,23,1338.58,2,6,The premiums are too expensive for what is offered.
CUST_1891,Romandie,30,1186.93,3,5,Customer service was unresponsive.
CUST_1892,Romandie,29,2133.23,3,3,The premiums are too expensive for what is offered.
CUST_1893,Romandie,28,2802.49,3,4,The premiums are too expensive for what is offered.
CUST_1894,Romandie,39,2321.27,3,5,Claims handling took too long.
CUST_1895,Romandie,37,2580.82,3,3,Claims handling took too long.
CUST_1896,Romandie,36,1999.61,7,9,"Customer service was okay, nothing exceptional."
CUST_1897,Romandie,35,2920.25,7,8,Service is fine but could improve in some areas.
CUST_1898,Romandie,37,1199.34,6,1,Claims handling took too long.
CUST_1899,Romandie,29,2164.33,2,4,Customer service was unresponsive.
CUST_1900,Romandie,21,1107.65,4,4,Claims handling took too long.
CUST_1901,Romandie,32,1414.22,6,5,The policy is overpriced compared to competitors.
CUST_1902,Romandie,31,3222.84,4,6,The premiums are too expensive for what is offered.
CUST_1903,Romandie,41,2615.45,6,3,Unhappy with the claims resolution process.
CUST_1904,Romandie,39,2049.48,5,3,The premiums are too expensive for what is offered.
CUST_1905,Romandie,35,1404.69,4,3,Customer service was unresponsive.
CUST_1906,Romandie,31,2604.67,5,1,Unhappy with the claims resolution process.
CUST_1907,Romandie,38,2917.38,7,7,The policy is decent but not outstanding.
CUST_1908,Romandie,38,1325.18,3,7,Customer service was unresponsive.
CUST_1909,Romandie,28,2811.69,6,4,Unhappy with the claims resolution process.
CUST_1910,Romandie,35,1255.99,6,3,Unhappy with the claims resolution process.
CUST_1911,Romandie,37,1072.94,4,5,Unhappy with the claims resolution process.
CUST_1912,Romandie,31,1940.04,4,4,Claims handling took too long.
CUST_1913,Romandie,38,1484.89,5,4,The premiums are too expensive for what is offered.
CUST_1914,Romandie,39,2314.76,4,10,Customer service was unresponsive.
CUST_1915,Romandie,41,1418.82,5,1,Unhappy with the claims resolution process.
CUST_1916,Romandie,36,1494.06,6,7,Customer service was unresponsive.
CUST_1917,Romandie,30,1974.94,6,1,The policy is overpriced compared to competitors.
CUST_1918,Romandie,37,2322.9,4,3,The policy is overpriced compared to competitors.
CUST_1919,Romandie,29,1612.1,2,2,The premiums are too expensive for what is offered.
CUST_1920,Romandie,30,2609.58,7,7,The policy is decent but not outstanding.
CUST_1921,Romandie,26,3324.21,2,1,Unhappy with the claims resolution process.
CUST_1922,Romandie,24,1245.83,1,9,Claims handling took too long.
CUST_1923,Romandie,31,1885.44,4,3,The policy is overpriced compared to competitors.
CUST_1924,Romandie,40,2237.94,6,2,Customer service was unresponsive.
CUST_1925,Romandie,31,3244.05,6,5,The premiums are too expensive for what is offered.
CUST_1926,Romandie,22,1568.39,0,4,Customer service was unresponsive.
CUST_1927,Romandie,39,2850.57,5,2,Unhappy with the claims resolution process.
CUST_1928,Romandie,32,2178.94,5,1,The policy is overpriced compared to competitors.
CUST_1929,Romandie,36,1389.64,7,2,The policy is decent but not outstanding.
CUST_1930,Romandie,40,2669.36,5,8,The policy is overpriced compared to competitors.
CUST_1931,Romandie,35,2363.98,4,3,Customer service was unresponsive.
CUST_1932,Romandie,37,1069.65,6,8,The premiums are too expensive for what is offered.
CUST_1933,Romandie,30,3483.27,6,7,Unhappy with the claims resolution process.
CUST_1934,Romandie,37,1920.35,3,1,Claims handling took too long.
CUST_1935,Romandie,35,2831.06,2,7,The premiums are too expensive for what is offered.
CUST_1936,Romandie,40,2285.96,5,10,Customer service was unresponsive.
CUST_1937,Romandie,31,2565.33,4,2,Claims handling took too long.
CUST_1938,Romandie,38,2862.84,3,3,Customer service was unresponsive.
CUST_1939,Romandie,40,1244.95,7,9,Service is fine but could improve in some areas.
CUST_1940,Romandie,32,2640.03,7,7,Pricing is similar to other companies.
CUST_1941,Romandie,43,1177.72,7,6,Pricing is similar to other companies.
CUST_1942,Romandie,36,2136.96,2,7,The premiums are too expensive for what is offered.
CUST_1943,Romandie,36,3376.31,5,9,Claims handling took too long.
CUST_1944,Romandie,39,2396.95,5,6,Customer service was unresponsive.
CUST_1945,Romandie,44,1774.28,2,7,The premiums are too expensive for what is offered.
CUST_1946,Romandie,33,2505.25,7,1,"Customer service was okay, nothing exceptional."
CUST_1947,Romandie,42,2036.64,4,1,Customer service was unresponsive.
CUST_1948,Romandie,30,1575.31,6,4,Claims handling took too long.
CUST_1949,Romandie,41,2919.11,4,3,Customer service was unresponsive.
CUST_1950,Romandie,39,1711.2,7,7,Pricing is similar to other companies.
CUST_1951,Romandie,29,1583.67,2,4,Unhappy with the claims resolution process.
CUST_1952,Romandie,32,2528.83,7,5,The policy is decent but not outstanding.
CUST_1953,Romandie,39,3002.16,7,8,"Customer service was okay, nothing exceptional."
CUST_1954,Romandie,38,3008.32,6,6,The premiums are too expensive for what is offered.
CUST_1955,Romandie,36,1327.38,4,4,The premiums are too expensive for what is offered.
CUST_1956,Romandie,31,1539.27,4,2,The policy is overpriced compared to competitors.
CUST_1957,Romandie,36,2733.77,7,10,Pricing is similar to other companies.
CUST_1958,Romandie,28,1517.1,2,4,Claims handling took too long.
CUST_1959,Romandie,33,1408.59,5,1,Unhappy with the claims resolution process.
CUST_1960,Romandie,26,1643.23,0,6,The policy is overpriced compared to competitors.
CUST_1961,Romandie,39,1225.12,6,9,The policy is overpriced compared to competitors.
CUST_1962,Romandie,37,3455.88,5,2,Claims handling took too long.
CUST_1963,Romandie,34,2352.64,5,1,The premiums are too expensive for what is offered.
CUST_1964,Romandie,37,2256.97,5,8,Claims handling took too long.
CUST_1965,Romandie,39,2046.17,7,3,The policy is decent but not outstanding.
CUST_1966,Romandie,37,1893.52,5,6,The premiums are too expensive for what is offered.
CUST_1967,Romandie,29,2406.67,0,1,Claims handling took too long.
CUST_1968,Romandie,28,1382.34,3,1,Customer service was unresponsive.
CUST_1969,Romandie,27,2142.21,1,6,The premiums are too expensive for what is offered.
CUST_1970,Romandie,37,1386.62,3,1,The premiums are too expensive for what is offered.
CUST_1971,Romandie,42,2399.42,5,8,Claims handling took too long.
CUST_1972,Romandie,25,1504.44,4,2,Claims handling took too long.
CUST_1973,Romandie,42,1686.68,3,2,Unhappy with the claims resolution process.
CUST_1974,Romandie,41,1957.41,2,8,Unhappy with the claims resolution process.
CUST_1975,Romandie,31,2457.29,6,1,Claims handling took too long.
CUST_1976,Romandie,36,3027.24,6,10,Unhappy with the claims resolution process.
CUST_1977,Romandie,27,2858.76,4,10,Customer service was unresponsive.
CUST_1978,Romandie,35,1392.19,6,9,Claims handling took too long.
CUST_1979,Romandie,43,3325.52,2,2,Customer service was unresponsive.
CUST_1980,Romandie,35,1681.69,4,3,Claims handling took too long.
CUST_1981,Romandie,44,2276.37,7,9,Claims process was average.
CUST_1982,Romandie,30,2397.39,5,1,Unhappy with the claims resolution process.
CUST_1983,Romandie,33,2971.55,4,9,Claims handling took too long.
CUST_1984,Romandie,27,3403.35,3,4,Claims handling took too long.
CUST_1985,Romandie,30,1265.25,2,10,The policy is overpriced compared to competitors.
CUST_1986,Romandie,32,2255.77,2,7,Unhappy with the claims resolution process.
CUST_1987,Romandie,44,2123.56,5,4,Claims handling took too long.
CUST_1988,Romandie,40,1266.1,2,2,Claims handling took too long.
CUST_1989,Romandie,34,3013.17,6,5,The premiums are too expensive for what is offered.
CUST_1990,Romandie,33,2167.21,3,3,The policy is overpriced compared to competitors.
CUST_1991,Romandie,30,3308.53,2,3,Customer service was unresponsive.
CUST_1992,Romandie,29,2756.21,6,9,The premiums are too expensive for what is offered.
CUST_1993,Romandie,40,1944.67,5,3,The premiums are too expensive for what is offered.
CUST_1994,Romandie,31,1979.94,7,10,Service is fine but could improve in some areas.
CUST_1995,Romandie,40,2970.75,5,9,The premiums are too expensive for what is offered.
CUST_1996,Romandie,42,2035.94,5,4,Unhappy with the claims resolution process.
CUST_1997,Romandie,28,3232.0,6,5,Claims handling took too long.
CUST_1998,Romandie,40,3044.83,5,7,The policy is overpriced compared to competitors.
CUST_1999,Romandie,34,1250.45,7,8,Pricing is similar to other companies.
CUST_2000,Romandie,41,1213.31,4,10,Claims handling took too long.
CUST_2001,Romandie,31,1877.96,5,7,Claims handling took too long.
CUST_2002,Romandie,32,2679.25,6,3,The policy is overpriced compared to competitors.
CUST_2003,Romandie,33,2905.65,6,5,The premiums are too expensive for what is offered.
CUST_2004,Romandie,39,2429.49,3,10,The policy is overpriced compared to competitors.
CUST_2005,Romandie,34,1035.28,5,7,Claims handling took too long.
CUST_2006,Romandie,36,2459.57,2,4,Unhappy with the claims resolution process.
CUST_2007,Romandie,35,1685.64,7,5,Pricing is similar to other companies.
CUST_2008,Romandie,38,1914.1,4,10,Customer service was unresponsive.
CUST_2009,Romandie,30,1387.75,6,4,Claims handling took too long.
CUST_2010,Romandie,31,1847.82,7,5,The policy is decent but not outstanding.
CUST_2011,Romandie,40,1836.94,3,9,Unhappy with the claims resolution process.
CUST_2012,Romandie,36,2820.71,3,5,The policy is overpriced compared to competitors.
CUST_2013,Romandie,33,1522.29,3,6,Customer service was unresponsive.
CUST_2014,Romandie,45,2298.96,2,6,Unhappy with the claims resolution process.
CUST_2015,Romandie,28,2433.69,4,4,Claims handling took too long.
CUST_2016,Romandie,29,3496.22,3,2,The policy is overpriced compared to competitors.
CUST_2017,Romandie,34,3139.08,7,4,The policy is decent but not outstanding.
CUST_2018,Romandie,32,3490.54,7,3,"Customer service was okay, nothing exceptional."
CUST_2019,Romandie,30,2048.62,4,1,Customer service was unresponsive.
CUST_2020,Romandie,41,2270.24,6,9,Unhappy with the claims resolution process.
CUST_2021,Romandie,32,1342.39,4,6,Unhappy with the claims resolution process.
CUST_2022,Romandie,39,1473.5,2,6,Claims handling took too long.
CUST_2023,Romandie,38,2436.85,6,10,The premiums are too expensive for what is offered.
CUST_2024,Romandie,33,1497.39,6,8,The policy is overpriced compared to competitors.
CUST_2025,Romandie,33,2943.91,7,9,The policy is decent but not outstanding.
CUST_2026,Romandie,35,1755.23,3,2,Unhappy with the claims resolution process.
CUST_2027,Romandie,31,2661.91,5,3,Customer service was unresponsive.
CUST_2028,Romandie,38,1813.27,5,7,The premiums are too expensive for what is offered.
CUST_2029,Romandie,31,1922.44,6,8,Claims handling took too long.
CUST_2030,Romandie,34,1520.4,2,8,Customer service was unresponsive.
CUST_2031,Romandie,33,2452.32,4,5,The policy is overpriced compared to competitors.
CUST_2032,Romandie,36,2903.57,2,1,The premiums are too expensive for what is offered.
CUST_2033,Romandie,44,1954.56,7,3,The policy is decent but not outstanding.
CUST_2034,Romandie,22,1661.59,3,1,The premiums are too expensive for what is offered.
CUST_2035,Romandie,36,2825.67,5,10,The premiums are too expensive for what is offered.
CUST_2036,Romandie,35,2214.0,7,9,Pricing is similar to other companies.
CUST_2037,Romandie,38,2479.47,3,10,Unhappy with the claims resolution process.
CUST_2038,Romandie,37,1488.98,6,7,Unhappy with the claims resolution process.
CUST_2039,Romandie,35,1002.36,6,9,The premiums are too expensive for what is offered.
CUST_2040,Romandie,29,2713.47,3,10,Customer service was unresponsive.
CUST_2041,Romandie,42,2876.24,7,9,"Customer service was okay, nothing exceptional."
CUST_2042,Romandie,41,3388.27,6,9,Customer service was unresponsive.
CUST_2043,Romandie,40,3476.28,6,6,Claims handling took too long.
CUST_2044,Romandie,37,1331.04,2,5,The premiums are too expensive for what is offered.
CUST_2045,Romandie,36,1852.69,3,2,Claims handling took too long.
CUST_2046,Romandie,37,2566.29,3,6,The policy is overpriced compared to competitors.
CUST_2047,Romandie,48,3461.65,3,3,The policy is overpriced compared to competitors.
CUST_2048,Romandie,39,3336.24,5,8,Unhappy with the claims resolution process.
CUST_2049,Romandie,32,3471.33,4,10,Customer service was unresponsive.
CUST_2050,Romandie,34,2180.56,6,7,The policy is overpriced compared to competitors.
CUST_2051,Romandie,39,2366.45,4,7,The policy is overpriced compared to competitors.
CUST_2052,Romandie,41,3210.37,2,1,Unhappy with the claims resolution process.
CUST_2053,Romandie,32,2727.59,7,8,Service is fine but could improve in some areas.
CUST_2054,Romandie,28,1277.65,0,1,Customer service was unresponsive.
CUST_2055,Romandie,22,1987.04,3,9,The policy is overpriced compared to competitors.
CUST_2056,Romandie,37,2709.68,5,5,Customer service was unresponsive.
CUST_2057,Romandie,33,2624.07,3,8,The policy is overpriced compared to competitors.
CUST_2058,Romandie,43,3158.35,2,3,The premiums are too expensive for what is offered.
CUST_2059,Romandie,32,2755.43,5,7,The policy is overpriced compared to competitors.
CUST_2060,Romandie,41,3113.91,5,6,Unhappy with the claims resolution process.
CUST_2061,Romandie,28,2008.71,1,10,The policy is overpriced compared to competitors.
CUST_2062,Romandie,35,1098.02,2,4,The premiums are too expensive for what is offered.
CUST_2063,Romandie,29,2589.31,4,6,Claims handling took too long.
CUST_2064,Romandie,37,1863.86,5,2,Claims handling took too long.
CUST_2065,Romandie,40,2966.33,6,1,Unhappy with the claims resolution process.
CUST_2066,Romandie,39,2201.3,2,10,Unhappy with the claims resolution process.
CUST_2067,Romandie,36,2408.72,2,3,The policy is overpriced compared to competitors.
CUST_2068,Romandie,33,1303.41,4,1,The policy is overpriced compared to competitors.
CUST_2069,Romandie,33,3389.37,2,2,Customer service was unresponsive.
CUST_2070,Romandie,24,2382.17,2,4,Customer service was unresponsive.
CUST_2071,Romandie,28,2385.11,3,10,Customer service was unresponsive.
CUST_2072,Romandie,34,2278.39,7,5,"Customer service was okay, nothing exceptional."
CUST_2073,Romandie,35,2641.29,2,3,The premiums are too expensive for what is offered.
CUST_2074,Romandie,35,2070.61,3,2,The policy is overpriced compared to competitors.
CUST_2075,Romandie,24,1672.57,3,9,Claims handling took too long.
CUST_2076,Romandie,34,1545.9,5,10,Unhappy with the claims resolution process.
CUST_2077,Romandie,33,2016.12,2,8,Claims handling took too long.
CUST_2078,Romandie,26,1460.11,2,8,Customer service was unresponsive.
CUST_2079,Romandie,42,2903.76,5,1,The premiums are too expensive for what is offered.
CUST_2080,Romandie,25,2100.92,3,1,The policy is overpriced compared to competitors.
CUST_2081,Romandie,40,2845.72,5,4,Customer service was unresponsive.
CUST_2082,Romandie,36,1798.0,4,5,Customer service was unresponsive.
CUST_2083,Romandie,31,2248.69,7,2,Claims process was average.
CUST_2084,Romandie,37,2612.5,7,10,The policy is decent but not outstanding.
CUST_2085,Romandie,39,1237.41,7,3,Pricing is similar to other companies.
CUST_2086,Romandie,32,3071.71,3,6,Claims handling took too long.
CUST_2087,Romandie,33,2708.12,3,8,Unhappy with the claims resolution process.
CUST_2088,Romandie,38,2518.1,5,6,Claims handling took too long.
CUST_2089,Romandie,34,3190.65,4,1,The premiums are too expensive for what is offered.
CUST_2090,Romandie,30,1414.37,3,1,The policy is overpriced compared to competitors.
CUST_2091,Romandie,29,1598.01,0,4,Unhappy with the claims resolution process.
CUST_2092,Romandie,38,1510.86,6,8,The policy is overpriced compared to competitors.
CUST_2093,Romandie,33,2465.69,7,8,Service is fine but could improve in some areas.
CUST_2094,Romandie,31,2946.32,6,7,Customer service was unresponsive.
CUST_2095,Romandie,36,1847.55,6,8,The premiums are too expensive for what is offered.
CUST_2096,Romandie,37,2207.01,6,2,The policy is overpriced compared to competitors.
CUST_2097,Romandie,32,1973.01,2,5,Customer service was unresponsive.
CUST_2098,Romandie,34,2038.01,3,7,The policy is overpriced compared to competitors.
CUST_2099,Romandie,34,2808.64,6,10,Unhappy with the claims resolution process.
CUST_2100,Romandie,31,2262.65,7,7,Pricing is similar to other companies.
CUST_2101,Romandie,34,2852.98,7,5,Service is fine but could improve in some areas.
CUST_2102,Romandie,42,2927.78,5,3,Customer service was unresponsive.
CUST_2103,Romandie,29,1675.78,2,3,The premiums are too expensive for what is offered.
CUST_2104,Romandie,37,3098.52,5,1,Claims handling took too long.
CUST_2105,Romandie,44,2268.78,3,7,The premiums are too expensive for what is offered.
CUST_2106,Romandie,25,1501.0,5,7,Claims handling took too long.
CUST_2107,Romandie,44,2767.64,5,6,The policy is overpriced compared to competitors.
CUST_2108,Romandie,30,2217.13,3,5,Customer service was unresponsive.
CUST_2109,Romandie,20,2393.87,6,6,The premiums are too expensive for what is offered.
CUST_2110,Romandie,36,1204.77,7,8,Service is fine but could improve in some areas.
CUST_2111,Romandie,42,3132.53,6,6,The premiums are too expensive for what is offered.
CUST_2112,Romandie,34,3107.4,5,7,Unhappy with the claims resolution process.
CUST_2113,Romandie,37,1498.13,3,6,Unhappy with the claims resolution process.
CUST_2114,Romandie,47,3214.64,4,2,Customer service was unresponsive.
CUST_2115,Romandie,36,3355.74,2,3,Claims handling took too long.
CUST_2116,Romandie,31,1927.48,2,4,The policy is overpriced compared to competitors.
CUST_2117,Romandie,28,1862.89,5,1,Unhappy with the claims resolution process.
CUST_2118,Romandie,36,1868.96,3,8,Customer service was unresponsive.
CUST_2119,Romandie,28,1483.21,5,6,Customer service was unresponsive.
CUST_2120,Romandie,31,1856.85,3,6,The premiums are too expensive for what is offered.
CUST_2121,Romandie,39,2492.34,6,1,Customer service was unresponsive.
CUST_2122,Romandie,40,1143.92,2,6,The premiums are too expensive for what is offered.
CUST_2123,Romandie,42,2012.19,2,7,The policy is overpriced compared to competitors.
CUST_2124,Romandie,38,1406.07,6,7,The premiums are too expensive for what is offered.
CUST_2125,Romandie,24,1090.98,5,2,The policy is overpriced compared to competitors.
CUST_2126,Romandie,38,2290.65,7,7,Service is fine but could improve in some areas.
CUST_2127,Romandie,36,2198.56,3,3,The policy is overpriced compared to competitors.
CUST_2128,Romandie,25,1609.36,2,3,Claims handling took too long.
CUST_2129,Romandie,33,2558.1,5,5,The policy is overpriced compared to competitors.
CUST_2130,Romandie,40,3145.04,2,2,Customer service was unresponsive.
CUST_2131,Romandie,41,1917.76,2,5,Claims handling took too long.
CUST_2132,Romandie,30,2029.91,6,6,The policy is overpriced compared to competitors.
CUST_2133,Romandie,32,1332.14,6,1,Claims handling took too long.
CUST_2134,Romandie,34,2501.83,6,5,The premiums are too expensive for what is offered.
CUST_2135,Romandie,47,2358.79,2,9,Unhappy with the claims resolution process.
CUST_2136,Romandie,32,3173.8,5,10,Customer service was unresponsive.
CUST_2137,Romandie,44,2798.63,5,9,The policy is overpriced compared to competitors.
CUST_2138,Romandie,43,2029.79,2,4,The policy is overpriced compared to competitors.
CUST_2139,Romandie,37,2446.05,5,5,The premiums are too expensive for what is offered.
CUST_2140,Romandie,36,1616.59,6,8,Customer service was unresponsive.
CUST_2141,Romandie,35,3324.58,4,5,Unhappy with the claims resolution process.
CUST_2142,Romandie,36,2374.3,5,8,Claims handling took too long.
CUST_2143,Romandie,35,2684.15,7,8,"Customer service was okay, nothing exceptional."
CUST_2144,Romandie,33,3273.05,2,2,Unhappy with the claims resolution process.
CUST_2145,Romandie,29,1747.19,0,8,Customer service was unresponsive.
CUST_2146,Romandie,37,1133.6,7,3,Service is fine but could improve in some areas.
CUST_2147,Romandie,39,2866.54,3,10,Unhappy with the claims resolution process.
CUST_2148,Romandie,39,1480.11,3,4,The policy is overpriced compared to competitors.
CUST_2149,Romandie,31,1441.15,4,7,The premiums are too expensive for what is offered.
CUST_2150,Romandie,37,2611.43,7,4,Service is fine but could improve in some areas.
CUST_2151,Romandie,37,2049.48,6,6,Claims handling took too long.
CUST_2152,Romandie,36,1210.15,5,9,Claims handling took too long.
CUST_2153,Romandie,28,1302.14,2,10,Customer service was unresponsive.
CUST_2154,Romandie,31,2861.44,4,10,The policy is overpriced compared to competitors.
CUST_2155,Romandie,39,2083.0,5,6,Customer service was unresponsive.
CUST_2156,Romandie,27,1521.44,2,10,Customer service was unresponsive.
CUST_2157,Romandie,37,1366.95,5,10,Customer service was unresponsive.
CUST_2158,Romandie,36,1591.36,6,4,The premiums are too expensive for what is offered.
CUST_2159,Romandie,37,3152.03,4,5,Customer service was unresponsive.
CUST_2160,Romandie,29,2907.78,6,2,Customer service was unresponsive.
CUST_2161,Romandie,39,1912.17,6,7,The premiums are too expensive for what is offered.
CUST_2162,Romandie,30,1105.79,2,10,The premiums are too expensive for what is offered.
CUST_2163,Romandie,37,2431.8,2,5,Customer service was unresponsive.
CUST_2164,Romandie,38,3016.98,5,4,The policy is overpriced compared to competitors.
CUST_2165,Romandie,28,2823.71,7,1,"Customer service was okay, nothing exceptional."
CUST_2166,Romandie,36,3220.64,2,8,Claims handling took too long.
CUST_2167,Romandie,31,1672.26,6,5,The premiums are too expensive for what is offered.
CUST_2168,Romandie,36,2236.96,2,5,The premiums are too expensive for what is offered.
CUST_2169,Romandie,47,2423.31,5,7,The premiums are too expensive for what is offered.
CUST_2170,Romandie,33,1779.33,3,3,The premiums are too expensive for what is offered.
CUST_2171,Romandie,36,3254.78,7,8,"Customer service was okay, nothing exceptional."
CUST_2172,Romandie,41,1804.63,3,10,Unhappy with the claims resolution process.
CUST_2173,Romandie,27,2179.25,2,1,The policy is overpriced compared to competitors.
CUST_2174,Romandie,37,2726.11,3,3,Customer service was unresponsive.
CUST_2175,Romandie,33,1276.02,2,1,Claims handling took too long.
CUST_2176,Romandie,29,2418.31,4,8,Unhappy with the claims resolution process.
CUST_2177,Romandie,28,2190.83,5,4,The premiums are too expensive for what is offered.
CUST_2178,Romandie,34,2354.77,3,10,Customer service was unresponsive.
CUST_2179,Romandie,40,2621.79,3,10,Claims handling took too long.
CUST_2180,Romandie,36,2379.31,3,9,Claims handling took too long.
CUST_2181,Romandie,35,1040.58,3,10,Unhappy with the claims resolution process.
CUST_2182,Romandie,43,2726.76,5,8,The premiums are too expensive for what is offered.
CUST_2183,Romandie,51,1412.76,2,2,Claims handling took too long.
CUST_2184,Romandie,30,2805.74,6,4,The policy is overpriced compared to competitors.
CUST_2185,Romandie,29,2833.61,4,3,The premiums are too expensive for what is offered.
CUST_2186,Romandie,34,1808.11,2,1,The premiums are too expensive for what is offered.
CUST_2187,Romandie,29,2219.09,4,9,The policy is overpriced compared to competitors.
CUST_2188,Romandie,39,1897.77,6,6,The policy is overpriced compared to competitors.
CUST_2189,Romandie,37,1867.1,7,2,Service is fine but could improve in some areas.
CUST_2190,Romandie,31,3378.99,6,4,The premiums are too expensive for what is offered.
CUST_2191,Romandie,45,3181.13,6,7,Unhappy with the claims resolution process.
CUST_2192,Romandie,37,2263.27,3,8,Customer service was unresponsive.
CUST_2193,Romandie,47,2925.76,4,4,The premiums are too expensive for what is offered.
CUST_2194,Romandie,39,1801.44,2,6,Claims handling took too long.
CUST_2195,Romandie,39,3277.08,4,5,Claims handling took too long.
CUST_2196,Romandie,34,2855.82,2,8,Claims handling took too long.
CUST_2197,Romandie,31,3475.14,3,2,Unhappy with the claims resolution process.
CUST_2198,Romandie,28,2318.48,3,8,Unhappy with the claims resolution process.
CUST_2199,Romandie,31,2972.71,5,7,Claims handling took too long.
CUST_2200,Romandie,35,1394.8,7,1,Pricing is similar to other companies.
CUST_2201,Romandie,38,1247.77,2,2,Unhappy with the claims resolution process.
CUST_2202,Romandie,32,1745.16,4,9,The premiums are too expensive for what is offered.
CUST_2203,Romandie,33,2317.85,7,9,"Customer service was okay, nothing exceptional."
CUST_2204,Romandie,34,1709.66,2,9,Claims handling took too long.
CUST_2205,Romandie,26,3085.18,1,5,Unhappy with the claims resolution process.
CUST_2206,Romandie,39,2534.27,5,4,Customer service was unresponsive.
CUST_2207,Romandie,36,1876.14,5,2,The premiums are too expensive for what is offered.
CUST_2208,Romandie,31,3073.66,3,4,The policy is overpriced compared to competitors.
CUST_2209,Romandie,29,3304.65,3,9,The premiums are too expensive for what is offered.
CUST_2210,Romandie,34,1212.9,2,4,The premiums are too expensive for what is offered.
CUST_2211,Romandie,43,3355.68,6,2,The premiums are too expensive for what is offered.
CUST_2212,Romandie,38,2950.83,7,1,"Customer service was okay, nothing exceptional."
CUST_2213,Romandie,36,2845.95,6,5,The premiums are too expensive for what is offered.
CUST_2214,Romandie,38,1040.83,2,7,Customer service was unresponsive.
CUST_2215,Romandie,36,2435.03,2,9,The policy is overpriced compared to competitors.
CUST_2216,Romandie,32,1736.63,5,5,Customer service was unresponsive.
CUST_2217,Romandie,31,2948.11,2,1,Unhappy with the claims resolution process.
CUST_2218,Romandie,32,3381.29,7,10,The policy is decent but not outstanding.
CUST_2219,Romandie,29,1523.26,6,7,Unhappy with the claims resolution process.
CUST_2220,Romandie,28,2646.74,6,8,The premiums are too expensive for what is offered.
CUST_2221,Romandie,27,3357.21,3,2,The premiums are too expensive for what is offered.
CUST_2222,Romandie,31,2149.38,6,5,Claims handling took too long.
CUST_2223,Romandie,29,1019.15,7,5,Claims process was average.
